506220, 235500, 0, 0, 0, 40, 0, 1
511280, 234910, 0, 0, 0, 0, 1, 0
505630, 232690, 0, 0, 0, 52, 1, 0
506490, 233590, 0, 0, 0, 7, 1, 0
512692, 238354, 0, 0, 0, 2, 1, 0
511650, 236230, 0, 0, 0, 21, 0, 1
510350, 232170, 74, 0, 1, 3, 0, 0
511800, 229650, 89, 2, 0, 0, 0, 0
503850, 238700, 0, 0, 0, 22, 1, 0
508450, 238630, 0, 0, 0, 11, 1, 0
508730, 238500, 68, 1, 0, 0, 0, 0
502870, 240100, 5, 0, 0, 43, 1, 0
505080, 238660, 0, 0, 0, 566, 1, 0
508622, 247460, 33, 0, 1, 23, 0, 0
511160, 247810, 744, 0, 1, 0, 0, 0
508560, 245980, 0, 0, 0, 104, 1, 0
511830, 243170, 0, 0, 0, 65, 1, 0
507630, 252567, 0, 0, 0, 26, 1, 1
509860, 251540, 3690, 1, 0, 0, 0, 0
508880, 252799, 0, 0, 0, 6, 0, 1
495046, 250678, 962, 2, 0, 0, 0, 0
508660, 255390, 6, 1, 0, 12, 0, 0
508910, 256050, 0, 0, 0, 26, 1, 0
508860, 256950, 40, 0, 0, 119, 2, 0
506930, 243820, 0, 0, 0, 107, 0, 1
499483, 246146, 48, 1, 0, 0, 0, 0
511350, 252560, 30, 1, 0, 0, 0, 0
511340, 249310, 434, 2, 1, 62, 0, 0
514210, 254280, 0, 0, 0, 43, 1, 0
514130, 255670, 0, 0, 0, 121, 1, 0
515938, 257403, 0, 0, 0, 1, 1, 1
515978, 258038, 0, 0, 0, 0, 0, 1
516060, 257740, 33, 1, 1, 0, 0, 0
513090, 255770, 0, 0, 0, 7, 1, 0
515940, 256023, 0, 0, 0, 0, 1, 0
510650, 249030, 0, 0, 0, 179, 1, 0
533025, 230536, 0, 0, 0, 27, 1, 2
521650, 243180, 1, 0, 1, 0, 0, 0
519988, 244586, 45, 4, 2, 1, 0, 0
520202, 246215, 0, 0, 0, 1, 1, 4
516254, 252739, 0, 0, 0, 2, 0, 1
504852, 236608, 0, 0, 0, 15, 2, 1
523300, 244250, 0, 0, 0, 14, 1, 1
524840, 242240, 0, 0, 0, 5, 3, 1
522813, 244299, 0, 0, 0, 5, 1, 1
519810, 252400, 0, 0, 0, 20, 1, 0
517490, 237200, 0, 0, 0, 698, 2, 3
516810, 237300, 0, 0, 0, 23, 0, 1
517465, 241215, 0, 0, 0, 9, 4, 0
519240, 240950, 2, 2, 0, 0, 0, 0
514141, 236894, 0, 0, 0, 5, 0, 1
515319, 250201, 0, 0, 0, 35, 0, 3
516787, 245533, 0, 0, 0, 13, 3, 1
514750, 244289, 0, 0, 0, 0, 0, 1
509416, 248062, 0, 0, 0, 30, 0, 1
520830, 251210, 0, 0, 0, 2, 1, 2
519518, 250451, 588, 2, 2, 0, 0, 0
516680, 251090, 0, 0, 0, 189, 2, 2
517060, 253650, 6, 0, 0, 202, 0, 1
516530, 254940, 0, 0, 0, 71, 0, 1
514800, 234900, 0, 0, 0, 27, 2, 0
526850, 247570, 0, 0, 0, 0, 2, 6
492610, 227810, 25, 1, 0, 0, 0, 0
507266, 228212, 0, 0, 0, 22, 2, 0
508580, 261050, 53, 1, 0, 3, 0, 0
509469, 259613, 0, 0, 0, 7, 0, 1
508611, 259857, 20, 2, 0, 0, 0, 0
506290, 268940, 0, 0, 0, 193, 2, 0
504920, 268630, 0, 0, 0, 0, 2, 0
504548, 267688, 311, 1, 1, 3, 0, 0
492410, 257090, 423, 1, 0, 0, 0, 0
510762, 261146, 0, 0, 0, 1, 2, 0
501270, 267143, 19, 0, 1, 0, 0, 0
495371, 258165, 0, 0, 0, 1, 1, 0
500790, 255620, 0, 0, 0, 64, 1, 0
504470, 262490, 75, 0, 1, 0, 0, 0
505660, 266010, 34, 0, 1, 0, 0, 0
505080, 262300, 22, 1, 0, 0, 0, 0
497013, 228880, 733, 0, 0, 1266, 0, 1
505400, 228950, 1929, 1, 0, 161, 0, 0
497460, 237960, 87, 1, 0, 40, 0, 0
490283, 230461, 0, 0, 0, 4, 1, 0
552390, 285520, 236, 8, 20, 0, 0, 0
551110, 284210, 0, 0, 0, 3, 4, 6
551549, 285796, 0, 0, 0, 0, 0, 1
552800, 283800, 0, 0, 0, 73, 6, 14
549904, 286742, 0, 0, 0, 11, 5, 7
552630, 282910, 0, 0, 0, 0, 1, 6
551260, 285910, 0, 0, 0, 3, 2, 11
550864, 286351, 0, 0, 0, 0, 0, 5
548860, 285560, 0, 0, 0, 45, 7, 8
552942, 286595, 0, 0, 0, 57, 10, 12
552360, 280830, 0, 0, 0, 172, 4, 17
552170, 280130, 0, 0, 0, 200, 13, 14
554090, 277310, 0, 0, 0, 71, 11, 19
541700, 274460, 44, 2, 6, 239, 2, 2
546550, 273960, 0, 0, 0, 91, 8, 4
547690, 274270, 0, 0, 0, 184, 6, 11
549290, 274540, 0, 0, 0, 1, 2, 4
544180, 275690, 0, 0, 0, 55, 1, 8
544220, 276500, 0, 0, 0, 12, 4, 9
546270, 277030, 0, 0, 0, 19, 5, 12
546560, 275860, 266, 7, 11, 41, 0, 0
556530, 288200, 0, 0, 0, 5, 7, 19
551296, 280807, 0, 0, 0, 61, 11, 12
556799, 288210, 0, 0, 0, 0, 0, 2
558324, 288877, 0, 0, 0, 13, 3, 19
553263, 290133, 0, 0, 0, 0, 0, 1
542767, 282575, 882, 4, 6, 0, 0, 0
544630, 281730, 0, 0, 0, 14, 1, 7
543536, 281692, 0, 0, 0, 7, 2, 6
550380, 273780, 0, 0, 0, 50, 5, 19
551378, 274456, 0, 0, 0, 7, 3, 14
551356, 274652, 0, 0, 0, 0, 4, 9
543300, 277510, 0, 0, 0, 69, 6, 6
541100, 278010, 0, 0, 0, 62, 4, 7
543180, 278830, 0, 0, 0, 29, 4, 7
542179, 281010, 0, 0, 0, 0, 0, 2
547168, 282101, 15, 4, 10, 0, 0, 0
546880, 278820, 0, 0, 0, 167, 6, 7
546160, 280090, 0, 0, 0, 51, 4, 10
544410, 281990, 0, 0, 0, 1, 1, 3
546090, 283910, 0, 0, 0, 5, 1, 7
546700, 287250, 1, 0, 1, 141, 4, 11
547820, 286150, 0, 0, 0, 0, 0, 5
542680, 287330, 224, 9, 11, 0, 0, 0
539190, 286780, 0, 0, 0, 17, 5, 4
543010, 282360, 94, 7, 2, 0, 0, 0
540210, 284790, 946, 3, 6, 3, 0, 0
540146, 290684, 0, 0, 0, 32, 7, 5
542600, 279620, 0, 0, 0, 15, 9, 5
