552390, 285520, 263, 1, 0, 0, 0, 0
549904, 286742, 0, 0, 0, 24, 0, 1
548860, 285560, 0, 0, 0, 59, 1, 0
556799, 288210, 0, 0, 0, 1, 1, 0
558324, 288877, 0, 0, 0, 32, 1, 2
553263, 290133, 0, 0, 0, 0, 0, 1
551378, 274456, 0, 0, 0, 24, 1, 0
546880, 278820, 0, 0, 0, 184, 1, 0
530120, 297720, 0, 0, 0, 6, 1, 0
555440, 260530, 0, 0, 0, 33, 1, 1
554690, 261610, 724, 1, 0, 0, 0, 0
553500, 257500, 0, 0, 0, 5, 0, 1
552330, 264840, 97, 1, 1, 0, 0, 0
556240, 265640, 199, 1, 0, 103, 0, 1
553640, 269410, 0, 0, 0, 33, 0, 1
545730, 270280, 0, 0, 0, 69, 1, 0
547924, 260966, 0, 0, 0, 1, 1, 0
550270, 265970, 0, 0, 0, 55, 0, 1
545437, 251852, 10, 1, 0, 0, 0, 0
534740, 253440, 0, 0, 0, 144, 1, 0
558610, 245320, 52, 1, 0, 0, 0, 0
565560, 254010, 0, 0, 0, 1280, 1, 0
552043, 247434, 0, 0, 0, 3, 1, 0
552686, 247136, 0, 0, 0, 52, 1, 0
548380, 248430, 406, 1, 0, 0, 0, 0
561364, 247177, 0, 0, 0, 13, 2, 0
563210, 254810, 228, 1, 0, 0, 0, 0
563930, 252880, 0, 0, 0, 2, 1, 1
564820, 253660, 0, 0, 0, 392, 1, 1
562570, 256032, 0, 0, 0, 1, 1, 0
558490, 264150, 741, 2, 0, 0, 0, 0
557370, 268850, 0, 0, 0, 96, 2, 0
566921, 260865, 0, 0, 0, 66, 0, 1
565970, 271080, 42, 3, 2, 0, 0, 0
559350, 259520, 134, 1, 0, 0, 0, 0
564710, 256040, 58, 1, 1, 0, 0, 0
564620, 270890, 0, 0, 0, 55, 2, 1
562890, 271720, 0, 0, 0, 25, 1, 0
559530, 270380, 3, 2, 0, 0, 0, 0
557940, 271270, 0, 0, 0, 1530, 1, 1
564340, 270936, 0, 0, 0, 12, 1, 1
562040, 273400, 523, 2, 0, 0, 0, 0
561530, 269780, 0, 0, 0, 0, 0, 1
564400, 275780, 0, 0, 0, 27, 2, 0
564030, 276270, 0, 0, 0, 97, 1, 0
564250, 276540, 0, 0, 0, 69, 2, 0
570390, 257180, 0, 0, 0, 0, 0, 2
564303, 267185, 0, 0, 0, 2, 2, 1
