610260, 291500, 0, 0, 0, 50, 1, 0
616520, 278380, 0, 0, 0, 2, 2, 0
610100, 284380, 33, 1, 0, 0, 0, 0
605004, 298888, 0, 0, 0, 0, 1, 0
609870, 297380, 4, 1, 0, 5, 0, 0
587570, 279910, 695, 1, 0, 194, 0, 0
591714, 282204, 0, 0, 0, 29, 1, 0
601900, 283240, 0, 0, 0, 549, 1, 0
604230, 285110, 0, 0, 0, 23, 1, 0
605570, 291710, 0, 0, 0, 36, 1, 0
597100, 286110, 0, 0, 0, 1930, 1, 0
598890, 289140, 0, 0, 0, 285, 1, 0
591080, 288570, 104, 2, 0, 0, 0, 0
605900, 255350, 118, 1, 0, 0, 0, 0
607270, 256810, 0, 0, 0, 22, 1, 0
612135, 257239, 0, 0, 0, 26, 1, 0
609840, 257590, 160, 1, 0, 0, 0, 0
611080, 259680, 177, 1, 0, 122, 0, 0
605930, 270590, 0, 0, 0, 2, 1, 0
608950, 274100, 0, 0, 0, 303, 1, 0
611140, 263320, 18, 1, 0, 33, 0, 0
613349, 271526, 164, 1, 0, 3, 0, 0
613660, 270360, 0, 0, 0, 10, 1, 0
615300, 269230, 0, 0, 0, 88, 1, 0
606500, 279730, 0, 0, 0, 114, 1, 0
608450, 279060, 0, 0, 0, 130, 1, 0
621630, 272280, 0, 0, 0, 67, 2, 0
619420, 275570, 0, 0, 0, 5, 1, 0
620440, 270010, 4, 0, 0, 61, 1, 0
601830, 262050, 0, 0, 0, 12, 2, 0
582185, 279942, 4572, 1, 0, 0, 0, 0
577620, 280480, 0, 0, 0, 123, 1, 0
574160, 270920, 0, 0, 0, 11, 1, 0
574072, 271652, 355, 1, 0, 110, 0, 0
584960, 278790, 2414, 1, 0, 0, 0, 0
591630, 268920, 0, 0, 0, 62, 1, 0
593523, 268005, 0, 0, 0, 3, 1, 0
596100, 275010, 40, 1, 0, 0, 0, 0
590099, 271853, 61, 1, 0, 0, 0, 0
581850, 268400, 0, 0, 0, 394, 3, 0
577630, 269960, 0, 0, 0, 162, 1, 0
598923, 268982, 0, 0, 0, 2, 1, 0
600030, 274460, 2, 1, 0, 0, 0, 0
600270, 276030, 10, 1, 0, 43, 0, 0
600550, 272220, 16, 1, 0, 0, 0, 0
587410, 255240, 0, 0, 0, 16, 1, 0
591360, 258100, 3, 0, 0, 64, 1, 0
595998, 261462, 0, 0, 0, 6, 1, 0
598024, 259055, 0, 0, 0, 34, 1, 0
592209, 265690, 33, 1, 0, 0, 0, 0
598257, 247944, 1242, 1, 0, 54, 0, 0
596090, 250810, 483, 1, 0, 0, 0, 0
593187, 254580, 0, 0, 0, 1, 1, 0
589648, 255639, 30, 1, 0, 0, 0, 0
589710, 256010, 0, 0, 0, 3, 1, 0
